1,1,Bulbasaur,45,49,49,45,65,65,12,3,31,3,65,0
2,2,Ivysaur,60,62,63,60,80,80,12,3,31,3,65,0
3,3,Venusaur,80,82,83,80,100,100,12,3,31,3,65,0
4,4,Charmander,39,52,43,65,60,50,10,10,31,3,66,0
5,5,Charmeleon,58,64,58,80,80,65,10,10,31,3,66,0
6,6,Charizard,78,84,78,100,109,85,10,2,31,3,66,0
7,7,Squirtle,44,48,65,43,50,64,11,11,31,3,67,0
8,8,Wartortle,59,63,80,58,65,80,11,11,31,3,67,0
9,9,Blastoise,79,83,100,78,85,105,11,11,31,3,67,0
10,10,Caterpie,45,30,35,45,20,20,6,6,127,0,19,0
11,11,Metapod,50,20,55,30,25,25,6,6,127,0,61,0
12,12,Butterfree,60,45,50,70,80,80,6,2,127,0,14,0
13,13,Weedle,40,35,30,50,20,20,6,3,127,0,19,0
14,14,Kakuna,45,25,50,35,25,25,6,3,127,0,61,0
15,15,Beedrill,65,80,40,75,45,80,6,3,127,0,68,0
16,16,Pidgey,40,45,40,56,35,35,0,2,127,3,51,0
17,17,Pidgeotto,63,60,55,71,50,50,0,2,127,3,51,0
18,18,Pidgeot,83,80,75,91,70,70,0,2,127,3,51,0
19,19,Rattata,30,56,35,72,25,35,0,0,127,0,50,62
20,20,Raticate,55,81,60,97,50,70,0,0,127,0,50,62
21,21,Spearow,40,60,30,70,31,31,0,2,127,0,51,0
22,22,Fearow,65,90,65,100,61,61,0,2,127,0,51,0
23,23,Ekans,35,60,44,55,40,54,3,3,127,0,22,61
24,24,Arbok,60,85,69,80,65,79,3,3,127,0,22,61
25,25,Pikachu,35,55,30,90,50,40,13,13,127,0,9,0
26,26,Raichu,60,90,55,100,90,80,13,13,127,0,9,0
27,27,Sandshrew,50,75,85,40,20,30,4,4,127,0,8,0
28,28,Sandslash,75,100,110,65,45,55,4,4,127,0,8,0
29,29,Nidoran♀,55,47,52,41,40,40,3,3,254,3,38,0
30,30,Nidorina,70,62,67,56,55,55,3,3,254,3,38,0
31,31,Nidoqueen,90,82,87,76,75,85,3,4,254,3,38,0
32,32,Nidoran♂,46,57,40,50,40,40,3,3,0,3,38,0
33,33,Nidorino,61,72,57,65,55,55,3,3,0,3,38,0
34,34,Nidoking,81,92,77,85,85,75,3,4,0,3,38,0
35,35,Clefairy,70,45,48,35,60,65,0,0,191,4,56,0
36,36,Clefable,95,70,73,60,85,90,0,0,191,4,56,0
37,37,Vulpix,38,41,40,65,50,65,10,10,191,0,18,0
38,38,Ninetales,73,76,75,100,81,100,10,10,191,0,18,0
39,39,Jigglypuff,115,45,20,20,45,25,0,0,191,4,56,0
40,40,Wigglytuff,140,70,45,45,75,50,0,0,191,4,56,0
41,41,Zubat,40,45,35,55,30,40,3,2,127,0,39,0
42,42,Golbat,75,80,70,90,65,75,3,2,127,0,39,0
43,43,Oddish,45,50,55,30,75,65,12,3,127,3,34,0
44,44,Gloom,60,65,70,40,85,75,12,3,127,3,34,0
45,45,Vileplume,75,80,85,50,100,90,12,3,127,3,34,0
46,46,Paras,35,70,55,25,45,55,6,12,127,0,27,0
47,47,Parasect,60,95,80,30,60,80,6,12,127,0,27,0
48,48,Venonat,60,55,50,45,40,55,6,3,127,0,14,0
49,49,Venomoth,70,65,60,90,90,75,6,3,127,0,19,0
50,50,Diglett,10,55,25,95,35,45,4,4,127,0,8,71
51,51,Dugtrio,35,80,50,120,50,70,4,4,127,0,8,71
52,52,Meowth,40,45,35,90,40,40,0,0,127,0,53,0
53,53,Persian,65,70,60,115,65,65,0,0,127,0,7,0
54,54,Psyduck,50,52,48,55,65,50,11,11,127,0,6,13
55,55,Golduck,80,82,78,85,95,80,11,11,127,0,6,13
56,56,Mankey,40,80,35,70,35,45,1,1,127,0,72,0
57,57,Primeape,65,105,60,95,60,70,1,1,127,0,72,0
58,58,Growlithe,55,70,45,60,70,50,10,10,63,5,22,18
59,59,Arcanine,90,110,80,95,100,80,10,10,63,5,22,18
60,60,Poliwag,40,50,40,90,40,40,11,11,127,3,11,6
61,61,Poliwhirl,65,65,65,90,50,50,11,11,127,3,11,6
62,62,Poliwrath,90,85,95,70,70,90,11,1,127,3,11,6
63,63,Abra,25,20,15,90,105,55,14,14,63,3,28,39
64,64,Kadabra,40,35,30,105,120,70,14,14,63,3,28,39
65,65,Alakazam,55,50,45,120,135,85,14,14,63,3,28,39
66,66,Machop,70,80,50,35,35,35,1,1,63,3,62,0
67,67,Machoke,80,100,70,45,50,60,1,1,63,3,62,0
68,68,Machamp,90,130,80,55,65,85,1,1,63,3,62,0
69,69,Bellsprout,50,75,35,40,70,30,12,3,127,3,34,0
70,70,Weepinbell,65,90,50,55,85,45,12,3,127,3,34,0
71,71,Victreebel,80,105,65,70,100,60,12,3,127,3,34,0
72,72,Tentacool,40,40,35,70,50,100,11,3,127,5,29,64
73,73,Tentacruel,80,70,65,100,80,120,11,3,127,5,29,64
74,74,Geodude,40,80,100,20,30,30,5,4,127,3,69,5
75,75,Graveler,55,95,115,35,45,45,5,4,127,3,69,5
76,76,Golem,80,110,130,45,55,65,5,4,127,3,69,5
77,77,Ponyta,50,85,55,90,65,65,10,10,127,0,50,18
78,78,Rapidash,65,100,70,105,80,80,10,10,127,0,50,18
79,79,Slowpoke,90,65,65,15,40,40,11,14,127,0,12,20
80,80,Slowbro,95,75,110,30,100,80,11,14,127,0,12,20
81,81,Magnemite,25,35,70,45,95,55,13,8,255,0,42,5
82,82,Magneton,50,60,95,70,120,70,13,8,255,0,42,5
83,83,Farfetch'd,52,65,55,60,58,62,0,2,127,0,51,39
84,84,Doduo,35,85,45,75,35,35,0,2,127,0,50,48
85,85,Dodrio,60,110,70,100,60,60,0,2,127,0,50,48
86,86,Seel,65,45,55,45,45,70,11,11,127,0,47,0
87,87,Dewgong,90,70,80,70,70,95,11,15,127,0,47,0
88,88,Grimer,80,80,50,25,40,50,3,3,127,0,1,60
89,89,Muk,105,105,75,50,65,100,3,3,127,0,1,60
90,90,Shellder,30,65,100,40,45,25,11,11,127,5,75,0
91,91,Cloyster,50,95,180,70,85,45,11,15,127,5,75,0
92,92,Gastly,30,35,30,80,100,35,7,3,127,3,26,0
93,93,Haunter,45,50,45,95,115,55,7,3,127,3,26,0
94,94,Gengar,60,65,60,110,130,75,7,3,127,3,26,0
95,95,Onix,35,45,160,70,30,45,5,4,127,0,69,5
96,96,Drowzee,60,48,45,42,43,90,14,14,127,0,15,0
97,97,Hypno,85,73,70,67,73,115,14,14,127,0,15,0
98,98,Krabby,30,105,90,50,25,25,11,11,127,0,52,75
99,99,Kingler,55,130,115,75,50,50,11,11,127,0,52,75
100,100,Voltorb,40,30,50,100,55,55,13,13,255,0,43,9
101,101,Electrode,60,50,70,140,80,80,13,13,255,0,43,9
102,102,Exeggcute,60,40,80,40,60,45,12,14,127,5,34,0
103,103,Exeggutor,95,95,85,55,125,65,12,14,127,5,34,0
104,104,Cubone,50,50,95,35,40,50,4,4,127,0,69,31
105,105,Marowak,60,80,110,45,50,80,4,4,127,0,69,31
106,106,Hitmonlee,50,120,53,87,35,110,1,1,0,0,7,0
107,107,Hitmonchan,50,105,79,76,35,110,1,1,0,0,51,0
108,108,Lickitung,90,55,75,30,60,75,0,0,127,0,20,12
109,109,Koffing,40,65,95,35,60,45,3,3,127,0,26,0
110,110,Weezing,65,90,120,60,85,70,3,3,127,0,26,0
111,111,Rhyhorn,80,85,95,25,30,30,4,5,127,5,31,69
112,112,Rhydon,105,130,120,40,45,45,4,5,127,5,31,69
113,113,Chansey,250,5,5,50,35,105,0,0,254,4,30,32
114,114,Tangela,65,55,115,60,100,40,12,12,127,0,34,0
115,115,Kangaskhan,105,95,80,90,40,80,0,0,254,0,48,0
116,116,Horsea,30,40,70,60,70,25,11,11,127,0,33,0
117,117,Seadra,55,65,95,85,95,45,11,11,127,0,38,0
118,118,Goldeen,45,67,60,63,35,50,11,11,127,0,33,41
119,119,Seaking,80,92,65,68,65,80,11,11,127,0,33,41
120,120,Staryu,30,45,55,85,70,55,11,11,255,5,35,30
121,121,Starmie,60,75,85,115,100,85,11,14,255,5,35,30
122,122,Mr. Mime,40,45,65,90,100,120,14,14,127,0,43,0
123,123,Scyther,70,110,80,105,55,80,6,2,127,0,68,0
124,124,Jynx,65,50,35,95,115,95,15,14,254,0,12,0
125,125,Electabuzz,65,83,57,105,95,85,13,13,63,0,9,0
126,126,Magmar,65,95,57,93,100,85,10,10,63,0,49,0
127,127,Pinsir,65,125,100,85,55,70,6,6,127,5,52,0
128,128,Tauros,75,100,95,110,40,70,0,0,0,5,22,0
129,129,Magikarp,20,10,55,80,15,20,11,11,127,5,33,0
130,130,Gyarados,95,125,79,81,60,100,11,2,127,5,22,0
131,131,Lapras,130,85,80,60,85,95,11,15,127,5,11,75
132,132,Ditto,48,48,48,48,48,48,0,0,255,0,7,0
133,133,Eevee,55,55,50,55,45,65,0,0,31,0,50,0
134,134,Vaporeon,130,65,60,65,110,95,11,11,31,0,11,0
135,135,Jolteon,65,65,60,130,110,95,13,13,31,0,10,0
136,136,Flareon,65,130,60,65,95,110,10,10,31,0,18,0
137,137,Porygon,65,60,70,40,85,75,0,0,255,0,36,0
138,138,Omanyte,35,40,100,35,90,55,5,11,31,0,33,75
139,139,Omastar,70,60,125,55,115,70,5,11,31,0,33,75
140,140,Kabuto,30,80,90,55,55,45,5,11,31,0,33,4
141,141,Kabutops,60,115,105,80,65,70,5,11,31,0,33,4
142,142,Aerodactyl,80,105,65,130,60,75,5,2,31,5,69,46
143,143,Snorlax,160,110,65,30,65,110,0,0,31,5,17,47
144,144,Articuno,90,85,100,85,95,125,15,2,255,5,46,0
145,145,Zapdos,90,90,85,100,125,90,13,2,255,5,46,0
146,146,Moltres,90,100,90,90,125,85,10,2,255,5,46,0
147,147,Dratini,41,64,45,50,50,50,16,16,127,5,61,0
148,148,Dragonair,61,84,65,70,70,70,16,16,127,5,61,0
149,149,Dragonite,91,134,95,80,100,100,16,2,127,5,39,0
150,150,Mewtwo,106,110,90,130,154,90,14,14,255,5,46,0
151,151,Mew,100,100,100,100,100,100,14,14,255,3,28,0
152,152,Chikorita,45,49,65,45,49,65,12,12,31,3,65,0
153,153,Bayleef,60,62,80,60,63,80,12,12,31,3,65,0
154,154,Meganium,80,82,100,80,83,100,12,12,31,3,65,0
155,155,Cyndaquil,39,52,43,65,60,50,10,10,31,3,66,0
156,156,Quilava,58,64,58,80,80,65,10,10,31,3,66,0
157,157,Typhlosion,78,84,78,100,109,85,10,10,31,3,66,0
158,158,Totodile,50,65,64,43,44,48,11,11,31,3,67,0
159,159,Croconaw,65,80,80,58,59,63,11,11,31,3,67,0
160,160,Feraligatr,85,105,100,78,79,83,11,11,31,3,67,0
161,161,Sentret,35,46,34,20,35,45,0,0,127,0,50,51
162,162,Furret,85,76,64,90,45,55,0,0,127,0,50,51
163,163,Hoothoot,60,30,30,50,36,56,0,2,127,0,15,51
